stage,mode,caseName,payloadLength,encodedLength,organization,correctionCapabilityT,burstLength,relativeStartInSubblock,interleaverMode,payloadCount,legalStartCountPerPayload,totalPatterns,processedFrames,processedBits,bitErrors,frameErrors,BER,FER,trueSuccessRate,reportedSuccessRate,decoderFailureRate,miscorrectionRate,explicitFailureWithWrongPayloadPatterns,averageTouchedSubblocks,averageMaximumSubblockErrorWeight,fractionAllSubblocksWithinGuaranteedRegion,averageSubblocksWithOneError,averageSubblocksWithMoreThanOneError,minimumFailingStart,maximumSuccessfulStart,allStartsGuaranteedCorrect,theoreticalGuaranteedRegion,ferWilson95Low,ferWilson95High,masterSeed,caseSeed,lengthSeed,randomStartSeed,stopReason,runtimeSeconds,configHash,permutationHash,inversePermutationHash,errorWeightConserved,pairedFrameCount
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,1,10,NONE,100,19,1900,1900,380000,0,0,0,0,1,1,0,0,0,1,1,1,1,0,,280,true,true,2.1684043449710089e-19,0.002017740922121561,2026072607,4017947825915577414,9621336497066466428,9621336497066466428,EXHAUSTIVE_GROUPED_BY_R,0.012395646666666668,a4fc32eba59cd09a,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,1,11,NONE,100,19,1900,1900,380000,0,0,0,0,1,1,0,0,0,1,1,1,1,0,,281,true,true,2.1684043449710089e-19,0.002017740922121561,2026072607,4017947825915577414,9621336497066466428,9621336497066466428,EXHAUSTIVE_GROUPED_BY_R,0.012395646666666668,a4fc32eba59cd09a,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,1,12,NONE,100,19,1900,1900,380000,0,0,0,0,1,1,0,0,0,1,1,1,1,0,,282,true,true,2.1684043449710089e-19,0.002017740922121561,2026072607,4017947825915577414,9621336497066466428,9621336497066466428,EXHAUSTIVE_GROUPED_BY_R,0.012395646666666668,a4fc32eba59cd09a,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,1,13,NONE,100,19,1900,1900,380000,0,0,0,0,1,1,0,0,0,1,1,1,1,0,,283,true,true,2.1684043449710089e-19,0.002017740922121561,2026072607,4017947825915577414,9621336497066466428,9621336497066466428,EXHAUSTIVE_GROUPED_BY_R,0.012395646666666668,a4fc32eba59cd09a,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,1,14,NONE,100,19,1900,1900,380000,0,0,0,0,1,1,0,0,0,1,1,1,1,0,,284,true,true,2.1684043449710089e-19,0.002017740922121561,2026072607,4017947825915577414,9621336497066466428,9621336497066466428,EXHAUSTIVE_GROUPED_BY_R,0.012395646666666668,a4fc32eba59cd09a,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,2,0,NONE,100,19,1900,1900,380000,3800,1900,0.01,1,0,1,0,1,0,1,2,0,0,1,0,0,false,false,0.99798225907787841,1,2026072607,4017947825915577414,5640354087230502487,5640354087230502487,EXHAUSTIVE_GROUPED_BY_R,0.012173986666666666,ba81f6913420ec54,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,2,1,NONE,100,19,1900,1900,380000,3700,1900,0.0097368421052631583,1,0,1,0,1,0,1,2,0,0,1,1,0,false,false,0.99798225907787841,1,2026072607,4017947825915577414,5640354087230502487,5640354087230502487,EXHAUSTIVE_GROUPED_BY_R,0.012173986666666666,ba81f6913420ec54,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,2,2,NONE,100,19,1900,1900,380000,3600,1800,0.0094736842105263164,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,2,0,0,1,2,272,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,5640354087230502487,5640354087230502487,EXHAUSTIVE_GROUPED_BY_R,0.012173986666666666,ba81f6913420ec54,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,2,3,NONE,100,19,1900,1900,380000,5500,1900,0.014473684210526316,1,0,1,0,1,0,1,2,0,0,1,3,0,false,false,0.99798225907787841,1,2026072607,4017947825915577414,5640354087230502487,5640354087230502487,EXHAUSTIVE_GROUPED_BY_R,0.012173986666666666,ba81f6913420ec54,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,2,4,NONE,100,19,1900,1900,380000,5500,1900,0.014473684210526316,1,0,1,0,1,0,1,2,0,0,1,4,0,false,false,0.99798225907787841,1,2026072607,4017947825915577414,5640354087230502487,5640354087230502487,EXHAUSTIVE_GROUPED_BY_R,0.012173986666666666,ba81f6913420ec54,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,2,5,NONE,100,19,1900,1900,380000,5400,1800,0.014210526315789474,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,2,0,0,1,5,275,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,5640354087230502487,5640354087230502487,EXHAUSTIVE_GROUPED_BY_R,0.012173986666666666,ba81f6913420ec54,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,2,6,NONE,100,19,1900,1900,380000,5400,1800,0.014210526315789474,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,2,0,0,1,6,276,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,5640354087230502487,5640354087230502487,EXHAUSTIVE_GROUPED_BY_R,0.012173986666666666,ba81f6913420ec54,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,2,7,NONE,100,19,1900,1900,380000,5400,1800,0.014210526315789474,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,2,0,0,1,7,277,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,5640354087230502487,5640354087230502487,EXHAUSTIVE_GROUPED_BY_R,0.012173986666666666,ba81f6913420ec54,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,2,8,NONE,100,19,1900,1900,380000,5400,1800,0.014210526315789474,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,2,0,0,1,8,278,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,5640354087230502487,5640354087230502487,EXHAUSTIVE_GROUPED_BY_R,0.012173986666666666,ba81f6913420ec54,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,2,9,NONE,100,19,1900,1900,380000,5400,1800,0.014210526315789474,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,2,0,0,1,9,279,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,5640354087230502487,5640354087230502487,EXHAUSTIVE_GROUPED_BY_R,0.012173986666666666,ba81f6913420ec54,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,2,10,NONE,100,19,1900,1900,380000,3600,1800,0.0094736842105263164,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,2,0,0,1,10,280,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,5640354087230502487,5640354087230502487,EXHAUSTIVE_GROUPED_BY_R,0.012173986666666666,ba81f6913420ec54,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,2,11,NONE,100,19,1900,1900,380000,1800,1800,0.0047368421052631582,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,2,0,0,1,11,281,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,5640354087230502487,5640354087230502487,EXHAUSTIVE_GROUPED_BY_R,0.012173986666666666,ba81f6913420ec54,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,2,12,NONE,100,19,1900,1900,380000,1800,1800,0.0047368421052631582,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,2,0,0,1,12,282,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,5640354087230502487,5640354087230502487,EXHAUSTIVE_GROUPED_BY_R,0.012173986666666666,ba81f6913420ec54,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,2,13,NONE,100,19,1900,1900,380000,1800,1800,0.0047368421052631582,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,2,0,0,1,13,283,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,5640354087230502487,5640354087230502487,EXHAUSTIVE_GROUPED_BY_R,0.012173986666666666,ba81f6913420ec54,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,2,14,NONE,100,18,1800,1800,360000,0,0,0,0,1,1,0,0,0,2,1,1,2,0,,269,true,true,2.1684043449710089e-19,0.0021295989189679529,2026072607,4017947825915577414,5640354087230502487,5640354087230502487,EXHAUSTIVE_GROUPED_BY_R,0.012173986666666666,ba81f6913420ec54,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,3,0,NONE,100,19,1900,1900,380000,7400,1900,0.019473684210526317,1,0,1,0,1,0,1,3,0,0,1,0,0,false,false,0.99798225907787841,1,2026072607,4017947825915577414,16030843550405113190,16030843550405113190,EXHAUSTIVE_GROUPED_BY_R,0.012189146666666668,51b485d5500cf03a,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,3,1,NONE,100,19,1900,1900,380000,7300,1900,0.019210526315789473,1,0,1,0,1,0,1,3,0,0,1,1,0,false,false,0.99798225907787841,1,2026072607,4017947825915577414,16030843550405113190,16030843550405113190,EXHAUSTIVE_GROUPED_BY_R,0.012189146666666668,51b485d5500cf03a,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,3,2,NONE,100,19,1900,1900,380000,7200,1800,0.018947368421052633,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,3,0,0,1,2,272,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,16030843550405113190,16030843550405113190,EXHAUSTIVE_GROUPED_BY_R,0.012189146666666668,51b485d5500cf03a,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,3,3,NONE,100,19,1900,1900,380000,7200,1800,0.018947368421052633,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,3,0,0,1,3,273,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,16030843550405113190,16030843550405113190,EXHAUSTIVE_GROUPED_BY_R,0.012189146666666668,51b485d5500cf03a,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,3,4,NONE,100,19,1900,1900,380000,5400,1800,0.014210526315789474,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,3,0,0,1,4,274,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,16030843550405113190,16030843550405113190,EXHAUSTIVE_GROUPED_BY_R,0.012189146666666668,51b485d5500cf03a,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,3,5,NONE,100,19,1900,1900,380000,5400,1800,0.014210526315789474,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,3,0,0,1,5,275,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,16030843550405113190,16030843550405113190,EXHAUSTIVE_GROUPED_BY_R,0.012189146666666668,51b485d5500cf03a,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,3,6,NONE,100,19,1900,1900,380000,5400,1800,0.014210526315789474,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,3,0,0,1,6,276,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,16030843550405113190,16030843550405113190,EXHAUSTIVE_GROUPED_BY_R,0.012189146666666668,51b485d5500cf03a,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,3,7,NONE,100,19,1900,1900,380000,5400,1800,0.014210526315789474,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,3,0,0,1,7,277,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,16030843550405113190,16030843550405113190,EXHAUSTIVE_GROUPED_BY_R,0.012189146666666668,51b485d5500cf03a,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,3,8,NONE,100,19,1900,1900,380000,7300,1900,0.019210526315789473,1,0,1,0,1,0,1,3,0,0,1,8,0,false,false,0.99798225907787841,1,2026072607,4017947825915577414,16030843550405113190,16030843550405113190,EXHAUSTIVE_GROUPED_BY_R,0.012189146666666668,51b485d5500cf03a,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,3,9,NONE,100,19,1900,1900,380000,5500,1900,0.014473684210526316,1,0,1,0,1,0,1,3,0,0,1,9,0,false,false,0.99798225907787841,1,2026072607,4017947825915577414,16030843550405113190,16030843550405113190,EXHAUSTIVE_GROUPED_BY_R,0.012189146666666668,51b485d5500cf03a,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,3,10,NONE,100,19,1900,1900,380000,3600,1800,0.0094736842105263164,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,3,0,0,1,10,280,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,16030843550405113190,16030843550405113190,EXHAUSTIVE_GROUPED_BY_R,0.012189146666666668,51b485d5500cf03a,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,3,11,NONE,100,19,1900,1900,380000,1800,1800,0.0047368421052631582,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,3,0,0,1,11,281,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,16030843550405113190,16030843550405113190,EXHAUSTIVE_GROUPED_BY_R,0.012189146666666668,51b485d5500cf03a,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,3,12,NONE,100,19,1900,1900,380000,1800,1800,0.0047368421052631582,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,3,0,0,1,12,282,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,16030843550405113190,16030843550405113190,EXHAUSTIVE_GROUPED_BY_R,0.012189146666666668,51b485d5500cf03a,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,3,13,NONE,100,18,1800,1800,360000,1800,1800,0.0050000000000000001,1,0,1,0,1,0,2,2,0,1,1,13,0,false,false,0.99787040108103198,1,2026072607,4017947825915577414,16030843550405113190,16030843550405113190,EXHAUSTIVE_GROUPED_BY_R,0.012189146666666668,51b485d5500cf03a,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,3,14,NONE,100,18,1800,1800,360000,3600,1800,0.01,1,0,1,0,1,0,2,2,0,1,1,14,0,false,false,0.99787040108103198,1,2026072607,4017947825915577414,16030843550405113190,16030843550405113190,EXHAUSTIVE_GROUPED_BY_R,0.012189146666666668,51b485d5500cf03a,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,4,0,NONE,100,19,1900,1900,380000,9200,1900,0.024210526315789474,1,0,1,0,1,0,1,4,0,0,1,0,0,false,false,0.99798225907787841,1,2026072607,4017947825915577414,1735388984397293476,1735388984397293476,EXHAUSTIVE_GROUPED_BY_R,0.012590686666666667,58f579949d6218a6,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,4,1,NONE,100,19,1900,1900,380000,9100,1900,0.02394736842105263,1,0,1,0,1,0,1,4,0,0,1,1,0,false,false,0.99798225907787841,1,2026072607,4017947825915577414,1735388984397293476,1735388984397293476,EXHAUSTIVE_GROUPED_BY_R,0.012590686666666667,58f579949d6218a6,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,4,2,NONE,100,19,1900,1900,380000,9000,1800,0.02368421052631579,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,4,0,0,1,2,272,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,1735388984397293476,1735388984397293476,EXHAUSTIVE_GROUPED_BY_R,0.012590686666666667,58f579949d6218a6,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,4,3,NONE,100,19,1900,1900,380000,9000,1800,0.02368421052631579,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,4,0,0,1,3,273,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,1735388984397293476,1735388984397293476,EXHAUSTIVE_GROUPED_BY_R,0.012590686666666667,58f579949d6218a6,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,4,4,NONE,100,19,1900,1900,380000,9000,1800,0.02368421052631579,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,4,0,0,1,4,274,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,1735388984397293476,1735388984397293476,EXHAUSTIVE_GROUPED_BY_R,0.012590686666666667,58f579949d6218a6,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,4,5,NONE,100,19,1900,1900,380000,7200,1800,0.018947368421052633,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,4,0,0,1,5,275,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,1735388984397293476,1735388984397293476,EXHAUSTIVE_GROUPED_BY_R,0.012590686666666667,58f579949d6218a6,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,4,6,NONE,100,19,1900,1900,380000,7200,1800,0.018947368421052633,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,4,0,0,1,6,276,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,1735388984397293476,1735388984397293476,EXHAUSTIVE_GROUPED_BY_R,0.012590686666666667,58f579949d6218a6,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,4,7,NONE,100,19,1900,1900,380000,7200,1800,0.018947368421052633,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,4,0,0,1,7,277,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,1735388984397293476,1735388984397293476,EXHAUSTIVE_GROUPED_BY_R,0.012590686666666667,58f579949d6218a6,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,4,8,NONE,100,19,1900,1900,380000,5400,1800,0.014210526315789474,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,4,0,0,1,8,278,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,1735388984397293476,1735388984397293476,EXHAUSTIVE_GROUPED_BY_R,0.012590686666666667,58f579949d6218a6,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,4,9,NONE,100,19,1900,1900,380000,5500,1900,0.014473684210526316,1,0,1,0,1,0,1,4,0,0,1,9,0,false,false,0.99798225907787841,1,2026072607,4017947825915577414,1735388984397293476,1735388984397293476,EXHAUSTIVE_GROUPED_BY_R,0.012590686666666667,58f579949d6218a6,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,4,10,NONE,100,19,1900,1900,380000,3700,1900,0.0097368421052631583,1,0,1,0,1,0,1,4,0,0,1,10,0,false,false,0.99798225907787841,1,2026072607,4017947825915577414,1735388984397293476,1735388984397293476,EXHAUSTIVE_GROUPED_BY_R,0.012590686666666667,58f579949d6218a6,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,4,11,NONE,100,19,1900,1900,380000,1800,1800,0.0047368421052631582,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,4,0,0,1,11,281,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,1735388984397293476,1735388984397293476,EXHAUSTIVE_GROUPED_BY_R,0.012590686666666667,58f579949d6218a6,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,4,12,NONE,100,18,1800,1800,360000,1800,1800,0.0050000000000000001,1,0,1,0,1,0,2,3,0,1,1,12,0,false,false,0.99787040108103198,1,2026072607,4017947825915577414,1735388984397293476,1735388984397293476,EXHAUSTIVE_GROUPED_BY_R,0.012590686666666667,58f579949d6218a6,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,4,13,NONE,100,18,1800,1800,360000,5400,1800,0.014999999999999999,1,0,1,0,1,0,2,2,0,0,2,13,0,false,false,0.99787040108103198,1,2026072607,4017947825915577414,1735388984397293476,1735388984397293476,EXHAUSTIVE_GROUPED_BY_R,0.012590686666666667,58f579949d6218a6,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,4,14,NONE,100,18,1800,1800,360000,7000,1800,0.019444444444444445,1,0,1,0,1,0,2,3,0,1,1,14,0,false,false,0.99787040108103198,1,2026072607,4017947825915577414,1735388984397293476,1735388984397293476,EXHAUSTIVE_GROUPED_BY_R,0.012590686666666667,58f579949d6218a6,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,5,0,NONE,100,19,1900,1900,380000,9200,1900,0.024210526315789474,1,0,1,0,1,0,1,5,0,0,1,0,0,false,false,0.99798225907787841,1,2026072607,4017947825915577414,11725738326003446633,11725738326003446633,EXHAUSTIVE_GROUPED_BY_R,0.013552733333333334,ed64c16fcab996a8,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,5,1,NONE,100,19,1900,1900,380000,9100,1900,0.02394736842105263,1,0,1,0,1,0,1,5,0,0,1,1,0,false,false,0.99798225907787841,1,2026072607,4017947825915577414,11725738326003446633,11725738326003446633,EXHAUSTIVE_GROUPED_BY_R,0.013552733333333334,ed64c16fcab996a8,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,5,2,NONE,100,19,1900,1900,380000,10900,1900,0.028684210526315788,1,0,1,0,1,0,1,5,0,0,1,2,0,false,false,0.99798225907787841,1,2026072607,4017947825915577414,11725738326003446633,11725738326003446633,EXHAUSTIVE_GROUPED_BY_R,0.013552733333333334,ed64c16fcab996a8,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,5,3,NONE,100,19,1900,1900,380000,10900,1900,0.028684210526315788,1,0,1,0,1,0,1,5,0,0,1,3,0,false,false,0.99798225907787841,1,2026072607,4017947825915577414,11725738326003446633,11725738326003446633,EXHAUSTIVE_GROUPED_BY_R,0.013552733333333334,ed64c16fcab996a8,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,5,4,NONE,100,19,1900,1900,380000,10800,1800,0.028421052631578948,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,5,0,0,1,4,274,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,11725738326003446633,11725738326003446633,EXHAUSTIVE_GROUPED_BY_R,0.013552733333333334,ed64c16fcab996a8,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,5,5,NONE,100,19,1900,1900,380000,10800,1800,0.028421052631578948,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,5,0,0,1,5,275,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,11725738326003446633,11725738326003446633,EXHAUSTIVE_GROUPED_BY_R,0.013552733333333334,ed64c16fcab996a8,,,true,0
s2-07b,formal,BCH-S200,200,285,SEGMENTED,1,5,6,NONE,100,19,1900,1900,380000,10800,1800,0.028421052631578948,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,5,0,0,1,6,276,false,false,0.93639487859322312,0.95653661637119447,2026072607,4017947825915577414,11725738326003446633,11725738326003446633,EXHAUSTIVE_GROUPED_BY_R,0.013552733333333334,ed64c16fcab996a8,,,true,0
