caseId,interleaverMode,interleaverDepth,burstLengthIndex,burstLengthBits,permutationSha256
K300_M255K207,BLOCK,8,3,5,5f7847cbfc83b3219d4b4bbb833fcb8a8272c092fbbee30060525701b3f9b6b4
K300_M255K207,BLOCK,8,7,20,5f7847cbfc83b3219d4b4bbb833fcb8a8272c092fbbee30060525701b3f9b6b4
K300_M255K207,ROW_COLUMN,8,2,3,3e05804fb746fbc41fdb9302f4235e5475bbc22cb0509f94c79de299d4aebf8d
K300_M255K207,ROW_COLUMN,8,6,15,3e05804fb746fbc41fdb9302f4235e5475bbc22cb0509f94c79de299d4aebf8d
K300_M255K207,PSEUDORANDOM,8,1,2,24ac158bc56a5705f8de8d7271ebeb4fab384755fba1705f803fe0069cf68b40
K300_M255K207,PSEUDORANDOM,8,5,10,24ac158bc56a5705f8de8d7271ebeb4fab384755fba1705f803fe0069cf68b40
K300_M511K421,BLOCK,8,0,1,ad6c039571cb7893af833e4ad722eeab1da3a26471f76b659e0e44413e02a90e
K300_M511K421,BLOCK,8,4,8,ad6c039571cb7893af833e4ad722eeab1da3a26471f76b659e0e44413e02a90e
K300_M511K421,BLOCK,8,8,30,ad6c039571cb7893af833e4ad722eeab1da3a26471f76b659e0e44413e02a90e
K300_M511K421,ROW_COLUMN,8,3,5,8916dd1963f7f56ba24bd18f57ef236ffc868c61b22297a3dab727d99293a202
K300_M511K421,ROW_COLUMN,8,7,20,8916dd1963f7f56ba24bd18f57ef236ffc868c61b22297a3dab727d99293a202
K300_M511K421,PSEUDORANDOM,8,2,3,8953d0b51fb5d11a47b92eef2fbae17676a21edd324ddc3df5b5cc034fb6fb94
K300_M511K421,PSEUDORANDOM,8,6,15,8953d0b51fb5d11a47b92eef2fbae17676a21edd324ddc3df5b5cc034fb6fb94
K300_M511K385,BLOCK,8,1,2,825551e69c57ca4b9bce8b1689c5b177d70ac8ba55c81479ef938a2ce9beed2d
K300_M511K385,BLOCK,8,5,10,825551e69c57ca4b9bce8b1689c5b177d70ac8ba55c81479ef938a2ce9beed2d
K300_M511K385,ROW_COLUMN,8,0,1,5be30bbcb2e2c4843eb6c2f45fca68fbb3e7b04602edafa968c9f0b8302b6853
K300_M511K385,ROW_COLUMN,8,4,8,5be30bbcb2e2c4843eb6c2f45fca68fbb3e7b04602edafa968c9f0b8302b6853
K300_M511K385,ROW_COLUMN,8,8,30,5be30bbcb2e2c4843eb6c2f45fca68fbb3e7b04602edafa968c9f0b8302b6853
K300_M511K385,PSEUDORANDOM,8,3,5,fd319fae604febb38f2e1bb210c3431bae19e00f54f8282bb2e8e53796f2a803
K300_M511K385,PSEUDORANDOM,8,7,20,fd319fae604febb38f2e1bb210c3431bae19e00f54f8282bb2e8e53796f2a803
